CATAID,FILENAMENATIVE,FILENAMEINVERT,TELESCOPE,SURVEY,RA,DEC,PETRORADARCSEC,PETRORADKPC,PETROAPPMAG,PETROABSMAG
9035,G9035-native-424.png,G9035-invert-424.png,VST 2.6m,GAMA-KiDS,184.706426,0.6874636,6.33452688,12.7447202632685,18.8623275756836,-19.6826544682662
9039,G9039-native-424.png,G9039-invert-424.png,VST 2.6m,GAMA-KiDS,184.74856675,0.81316581,13.40180226,34.9775381937724,17.0595684051514,-22.2014962148672
9041,G9041-native-424.png,G9041-invert-424.png,VST 2.6m,GAMA-KiDS,184.769314,0.65442569,5.76980712,11.07576429625,18.9553756713867,-19.4650127375314
9036,G9036-native-424.png,G9036-invert-424.png,VST 2.6m,GAMA-KiDS,184.72003049,0.74586819,15.50249712,23.1012121768707,16.850887298584,-20.9170070468054
9051,G9051-native-424.png,G9051-invert-424.png,VST 2.6m,GAMA-KiDS,184.66654644,0.81195497,11.05812576,15.0324819954043,19.7237606048584,-17.8142198403871
9053,G9053-native-424.png,G9053-invert-424.png,VST 2.6m,GAMA-KiDS,184.70245999,0.71218841,9.37381104,20.3838656207652,19.5100612640381,-19.2439155228911
9055,G9055-native-424.png,G9055-invert-424.png,VST 2.6m,GAMA-KiDS,184.75430887,0.82446531,14.02581312,21.936620988204,19.2990264892578,-18.591284715587
9057,G9057-native-424.png,G9057-invert-424.png,VST 2.6m,GAMA-KiDS,184.73996592,0.78876944,15.046515,20.3593870665537,19.6758518218994,-17.850563611613
9061,G9061-native-424.png,G9061-invert-424.png,VST 2.6m,GAMA-KiDS,184.82354625,0.82389396,6.26114016,6.0514192407827,16.9930324554443,-19.7145347991686
9062,G9062-native-424.png,G9062-invert-424.png,VST 2.6m,GAMA-KiDS,184.85513709,0.63095782,21.4815825,10.0627571554375,14.8555183410645,-20.1694918646508
9064,G9064-native-424.png,G9064-invert-424.png,VST 2.6m,GAMA-KiDS,184.81744407,0.64815974,28.14112224,13.0596580973947,16.9031581878662,-18.1006075780252
9063,G9063-native-424.png,G9063-invert-424.png,VST 2.6m,GAMA-KiDS,184.78825512,0.7780734,7.24738608,6.99934245670335,19.7111339569092,-16.9946295115262
9067,G9067-native-424.png,G9067-invert-424.png,VST 2.6m,GAMA-KiDS,184.84232311,0.74546904,33.4804536,23.2104839395697,17.4319400787354,-18.4933233429933
9065,G9065-native-424.png,G9065-invert-424.png,VST 2.6m,GAMA-KiDS,184.83067132,0.69691129,13.17560112,24.4550973260435,17.5300426483154,-20.8018583739256
9068,G9068-native-424.png,G9068-invert-424.png,VST 2.6m,GAMA-KiDS,184.86035967,0.71688416,8.08685856,5.56453175282676,19.2817726135254,-16.6261356224421
9069,G9069-native-424.png,G9069-invert-424.png,VST 2.6m,GAMA-KiDS,184.87258898,0.72408976,7.84029708,14.5330581072038,17.9812889099121,-20.3471458980831
9073,G9073-native-424.png,G9073-invert-424.png,VST 2.6m,GAMA-KiDS,184.91176945,0.75106447,6.21930078,11.6904122904787,18.6437358856201,-19.7213329947126
9070,G9070-native-424.png,G9070-invert-424.png,VST 2.6m,GAMA-KiDS,184.88037357,0.75859018,16.5478104,25.2147170189681,18.2624797821045,-19.5617046459904
9071,G9071-native-424.png,G9071-invert-424.png,VST 2.6m,GAMA-KiDS,184.89090472,0.73585608,10.60169616,16.127125713671,18.8256759643555,-18.994245382675
9072,G9072-native-424.png,G9072-invert-424.png,VST 2.6m,GAMA-KiDS,184.8997233,0.74540735,16.03141848,29.7791294467534,16.4484329223633,-21.8855265995873
9075,G9075-native-424.png,G9075-invert-424.png,VST 2.6m,GAMA-KiDS,184.8222651,0.72721926,9.13396176,23.76835967963,19.5585918426514,-19.694036973624
9091,G9091-native-424.png,G9091-invert-424.png,VST 2.6m,GAMA-KiDS,184.91165261,0.66319872,13.58370288,35.4165820787644,18.1339569091797,-21.1242366195107
9095,G9095-native-424.png,G9095-invert-424.png,VST 2.6m,GAMA-KiDS,184.79457212,0.80781951,11.46980736,29.8366569349906,19.5415496826172,-19.7101219956316
939874,G939874-native-424.png,G939874-invert-424.png,VST 2.6m,GAMA-KiDS,184.9017397,0.67177352,6.91088112,17.978403152604,19.9558963775635,-19.2959303903806
9101,G9101-native-424.png,G9101-invert-424.png,VST 2.6m,GAMA-KiDS,184.88129863,0.74419848,14.48627004,27.2039559672986,19.5077285766602,-18.8548432333593
9103,G9103-native-424.png,G9103-invert-424.png,VST 2.6m,GAMA-KiDS,184.89353961,0.78150265,8.0725392,12.0070060989832,19.2736968994141,-18.4895048495398
9108,G9108-native-424.png,G9108-invert-424.png,VST 2.6m,GAMA-KiDS,184.94933594,0.7129351,5.83558668,11.9106730729279,18.1528034210205,-20.4305098967929
9109,G9109-native-424.png,G9109-invert-424.png,VST 2.6m,GAMA-KiDS,185.02643593,0.78770559,15.2053704,25.5435522160418,17.7176647186279,-20.3553427966773
9114,G9114-native-424.png,G9114-invert-424.png,VST 2.6m,GAMA-KiDS,184.95829685,0.75544951,13.39576128,27.3923191447093,18.4328708648682,-20.1554282691784
9111,G9111-native-424.png,G9111-invert-424.png,VST 2.6m,GAMA-KiDS,184.9452738,0.67202461,7.43174784,9.98151246256928,19.062873840332,-18.4451060619814
9112,G9112-native-424.png,G9112-invert-424.png,VST 2.6m,GAMA-KiDS,184.95087573,0.73306455,22.0697136,18.6683090094596,16.9691276550293,-19.4219859923045
9116,G9116-native-424.png,G9116-invert-424.png,VST 2.6m,GAMA-KiDS,184.99055062,0.70862501,11.50381584,30.102334797608,18.314115524292,-20.9543823447484
9115,G9115-native-424.png,G9115-invert-424.png,VST 2.6m,GAMA-KiDS,184.9647231,0.81033712,12.2475276,8.52084504836518,17.7099494934082,-18.2235631213712
9117,G9117-native-424.png,G9117-invert-424.png,VST 2.6m,GAMA-KiDS,185.03183622,0.69526709,12.33993222,32.1106740115819,17.2486515045166,-22.0039551863817
9121,G9121-native-424.png,G9121-invert-424.png,VST 2.6m,GAMA-KiDS,185.04132587,0.69302877,8.34460704,21.9299917475733,19.0027160644531,-20.2780998601736
9125,G9125-native-424.png,G9125-invert-424.png,VST 2.6m,GAMA-KiDS,185.06832296,0.77171453,12.00007116,17.4825810356334,17.8987407684326,-19.8123016558183
9143,G9143-native-424.png,G9143-invert-424.png,VST 2.6m,GAMA-KiDS,185.06057794,0.68572893,7.59753918,19.7667900658952,18.6028690338135,-20.6492561039621
9146,G9146-native-424.png,G9146-invert-424.png,VST 2.6m,GAMA-KiDS,184.92405267,0.6992574,12.18398544,24.7635050377252,18.9467926025391,-19.6252647857594
9147,G9147-native-424.png,G9147-invert-424.png,VST 2.6m,GAMA-KiDS,184.94748207,0.66800186,15.02794458,20.1548932864406,19.7472057342529,-17.7572048465957
9152,G9152-native-424.png,G9152-invert-424.png,VST 2.6m,GAMA-KiDS,185.01094191,0.70164975,8.38935504,21.782917066678,19.620922088623,-19.625463093554
750130,G750130-native-424.png,G750130-invert-424.png,VST 2.6m,GAMA-KiDS,185.08001069,0.71982358,8.8869528,18.722742902816,19.722318649292,-18.9460475849319
9158,G9158-native-424.png,G9158-invert-424.png,VST 2.6m,GAMA-KiDS,185.07414001,0.77169452,15.50674818,31.6545833783167,16.9574146270752,-21.6262932799616
9160,G9160-native-424.png,G9160-invert-424.png,VST 2.6m,GAMA-KiDS,185.09633109,0.68403979,7.11358956,17.9268246891776,18.1520614624023,-21.0096930681064
9163,G9163-native-424.png,G9163-invert-424.png,VST 2.6m,GAMA-KiDS,185.14066079,0.78805793,111.98992464,21.3499676706272,14.4255132675171,-18.5878477675173
9162,G9162-native-424.png,G9162-invert-424.png,VST 2.6m,GAMA-KiDS,185.12656946,0.65940336,7.6161096,11.045703964624,19.4903144836426,-18.209385564862
9168,G9168-native-424.png,G9168-invert-424.png,VST 2.6m,GAMA-KiDS,185.20454265,0.73894083,8.2604808,13.8849524883381,19.7658214569092,-18.3086949562893
9185,G9185-native-424.png,G9185-invert-424.png,VST 2.6m,GAMA-KiDS,185.20477088,0.63100305,18.61158816,35.5875640913606,17.8551044464111,-20.5549734382196
9190,G9190-native-424.png,G9190-invert-424.png,VST 2.6m,GAMA-KiDS,185.12297087,0.74679598,12.484692,27.4061036335208,18.6076126098633,-20.1720044561782
9191,G9191-native-424.png,G9191-invert-424.png,VST 2.6m,GAMA-KiDS,185.12520454,0.71411077,12.0014136,26.9426508129706,18.7240619659424,-20.1167077548491
9192,G9192-native-424.png,G9192-invert-424.png,VST 2.6m,GAMA-KiDS,185.17659527,0.64588542,9.20197872,16.9771838790085,19.1698112487793,-19.1463216069233
9202,G9202-native-424.png,G9202-invert-424.png,VST 2.6m,GAMA-KiDS,185.24941973,0.64193749,5.61676896,14.2192176709005,19.1869277954102,-19.9876605944081
9198,G9198-native-424.png,G9198-invert-424.png,VST 2.6m,GAMA-KiDS,185.22330513,0.72491366,7.86065742,14.6166642739212,18.6691074371338,-19.6675644733575
9220,G9220-native-424.png,G9220-invert-424.png,VST 2.6m,GAMA-KiDS,185.23973035,0.64755418,9.52058448,21.4113217267964,19.4034233093262,-19.4422084014954
9225,G9225-native-424.png,G9225-invert-424.png,VST 2.6m,GAMA-KiDS,185.36377587,0.83856761,7.82553024,13.1484181109664,19.5135116577148,-18.5599426382581
9237,G9237-native-424.png,G9237-invert-424.png,VST 2.6m,GAMA-KiDS,185.48790631,0.79013714,5.35723056,7.92551643103146,19.5658683776855,-18.1837756247649
9255,G9255-native-424.png,G9255-invert-424.png,VST 2.6m,GAMA-KiDS,185.47043785,0.81421023,11.142252,6.70467574454945,19.6555423736572,-15.9422164048569
9258,G9258-native-424.png,G9258-invert-424.png,VST 2.6m,GAMA-KiDS,185.60162625,0.71594496,14.06116404,11.9692901396955,15.655177116394,-20.7508220809279
9263,G9263-native-424.png,G9263-invert-424.png,VST 2.6m,GAMA-KiDS,185.61150902,0.83796465,14.408856,26.5497539276699,16.8837184906006,-21.4290790686983
9264,G9264-native-424.png,G9264-invert-424.png,VST 2.6m,GAMA-KiDS,185.55830951,0.69605153,9.6834672,21.72210114599,18.7126274108887,-20.1260206077199
9278,G9278-native-424.png,G9278-invert-424.png,VST 2.6m,GAMA-KiDS,185.67775728,0.69852947,9.74208708,12.0234170750786,16.9406051635742,-20.3586114348782
9281,G9281-native-424.png,G9281-invert-424.png,VST 2.6m,GAMA-KiDS,185.6756297,0.75936943,6.32423484,14.1114364714949,19.7696952819824,-19.0544336307817
9282,G9282-native-424.png,G9282-invert-424.png,VST 2.6m,GAMA-KiDS,185.6876903,0.82348517,9.90138996,20.5439251455326,17.001802444458,-21.6255245218318
9283,G9283-native-424.png,G9283-invert-424.png,VST 2.6m,GAMA-KiDS,185.70052959,0.7476639,11.5505775,23.9602936102178,17.2024002075195,-21.4243160829747
9286,G9286-native-424.png,G9286-invert-424.png,VST 2.6m,GAMA-KiDS,185.7168621,0.74202586,8.01705168,17.0845363529217,17.6958637237549,-21.0033766090554
9280,G9280-native-424.png,G9280-invert-424.png,VST 2.6m,GAMA-KiDS,185.67498996,0.72969778,6.65469882,13.8485441448458,18.7645626068115,-19.8707293781172
9287,G9287-native-424.png,G9287-invert-424.png,VST 2.6m,GAMA-KiDS,185.72541197,0.70695594,8.33565744,17.1211470073923,19.7213554382324,-18.8788472289266
9289,G9289-native-424.png,G9289-invert-424.png,VST 2.6m,GAMA-KiDS,185.80980858,0.64299724,6.2255655,13.9296229677727,19.7301292419434,-19.1015302819652
9296,G9296-native-424.png,G9296-invert-424.png,VST 2.6m,GAMA-KiDS,185.7415861,0.72194835,10.72341072,22.9559332887394,18.2904071807861,-20.421110957002
9316,G9316-native-424.png,G9316-invert-424.png,VST 2.6m,GAMA-KiDS,185.86398639,0.75667883,5.97296304,8.63110921880424,19.1482639312744,-18.5422856618401
9314,G9314-native-424.png,G9314-invert-424.png,VST 2.6m,GAMA-KiDS,185.8311904,0.71046689,6.9985872,10.1531336131977,19.7740840911865,-17.9263645977713
9317,G9317-native-424.png,G9317-invert-424.png,VST 2.6m,GAMA-KiDS,185.88570104,0.74385924,7.82620146,11.1369222775179,18.2109661102295,-19.4411358507924
9320,G9320-native-424.png,G9320-invert-424.png,VST 2.6m,GAMA-KiDS,185.90602932,0.67512062,25.6674528,52.9878315725341,16.6421184539795,-21.9716586472599
9321,G9321-native-424.png,G9321-invert-424.png,VST 2.6m,GAMA-KiDS,185.91284125,0.72581438,20.34333576,29.0725936630597,16.4953784942627,-21.1673755959845
9322,G9322-native-424.png,G9322-invert-424.png,VST 2.6m,GAMA-KiDS,185.91184151,0.72570302,30.5774271,43.9153230896191,16.7968235015869,-20.8783560991139
9323,G9323-native-424.png,G9323-invert-424.png,VST 2.6m,GAMA-KiDS,185.91883847,0.72913466,45.9069732,64.6094849270462,17.4259357452393,-20.1985412492834
9324,G9324-native-424.png,G9324-invert-424.png,VST 2.6m,GAMA-KiDS,185.92569604,0.71852355,10.53882522,15.0774258182245,17.5826511383057,-20.0828335252936
9325,G9325-native-424.png,G9325-invert-424.png,VST 2.6m,GAMA-KiDS,185.94268156,0.71024816,9.41318928,20.2347905541855,18.6165180206299,-20.1062094388864
9326,G9326-native-424.png,G9326-invert-424.png,VST 2.6m,GAMA-KiDS,185.94446647,0.70735472,17.90098992,22.1496516235664,18.515380859375,-18.7901332112659
9327,G9327-native-424.png,G9327-invert-424.png,VST 2.6m,GAMA-KiDS,185.95114462,0.6519513,10.12848606,20.9252134204593,18.2671756744385,-20.3486508447833
9342,G9342-native-424.png,G9342-invert-424.png,VST 2.6m,GAMA-KiDS,185.82060974,0.72052122,19.85603004,28.204254072581,18.1787338256836,-19.4688038089911
9343,G9343-native-424.png,G9343-invert-424.png,VST 2.6m,GAMA-KiDS,185.82401288,0.63230606,13.14114516,30.1234031516327,19.1792964935303,-19.7186921626738
9346,G9346-native-424.png,G9346-invert-424.png,VST 2.6m,GAMA-KiDS,185.93489693,0.75814034,15.87838032,22.9061230811454,18.0431346893311,-19.6431899583687
9347,G9347-native-424.png,G9347-invert-424.png,VST 2.6m,GAMA-KiDS,185.93551295,0.7313397,9.95911488,14.1737991693998,19.5182151794434,-18.1341828672264
9352,G9352-native-424.png,G9352-invert-424.png,VST 2.6m,GAMA-KiDS,185.977189,0.83052966,13.30000056,6.8356732410009,16.9901943206787,-18.2460747756871
9374,G9374-native-424.png,G9374-invert-424.png,VST 2.6m,GAMA-KiDS,185.97969647,0.6712186,6.8643432,14.7396222694486,19.783935546875,-18.935835438407
9379,G9379-native-424.png,G9379-invert-424.png,VST 2.6m,GAMA-KiDS,185.97389481,0.69300727,13.3807707,27.515061398126,19.7666492462158,-18.8366141821893
21786,G21786-native-424.png,G21786-invert-424.png,VST 2.6m,GAMA-KiDS,174.02346411,1.06540761,10.67508288,20.0068148127678,18.0325889587402,-20.3247287723802
21789,G21789-native-424.png,G21789-invert-424.png,VST 2.6m,GAMA-KiDS,174.04963955,1.07041496,9.01179972,16.8646063016891,17.7510776519775,-20.6023587695201
21792,G21792-native-424.png,G21792-invert-424.png,VST 2.6m,GAMA-KiDS,174.11934361,1.19125843,5.60781936,9.88144900422016,19.7690544128418,-18.4273229280169
21787,G21787-native-424.png,G21787-invert-424.png,VST 2.6m,GAMA-KiDS,174.03807495,1.10045554,6.32110248,15.1015558502969,19.1564464569092,-19.8558363015413
21788,G21788-native-424.png,G21788-invert-424.png,VST 2.6m,GAMA-KiDS,174.03932022,1.10423716,9.46151712,13.9261243583116,19.7968654632568,-17.939924930752
21794,G21794-native-424.png,G21794-invert-424.png,VST 2.6m,GAMA-KiDS,174.13160039,1.07123877,9.28610496,22.1907364096869,18.1201477050781,-20.8928343100494
21799,G21799-native-424.png,G21799-invert-424.png,VST 2.6m,GAMA-KiDS,174.10764948,1.05017074,6.13226592,14.7067255227843,19.7509670257568,-19.2719836501519
943754,G943754-native-424.png,G943754-invert-424.png,VST 2.6m,GAMA-KiDS,174.04322683,1.09426425,8.86189392,16.5465383414035,19.9635410308838,-18.3839484653942
21801,G21801-native-424.png,G21801-invert-424.png,VST 2.6m,GAMA-KiDS,174.00687081,1.08170331,10.02892176,18.681451431538,19.3291645050049,-19.0121382632836
21802,G21802-native-424.png,G21802-invert-424.png,VST 2.6m,GAMA-KiDS,174.01575324,1.11427018,12.395196,18.2996361922487,19.0326385498047,-18.7117985798286
21809,G21809-native-424.png,G21809-invert-424.png,VST 2.6m,GAMA-KiDS,174.17580944,1.13503577,17.00245008,23.9956061578147,18.0459899902344,-19.5854089559811
21807,G21807-native-424.png,G21807-invert-424.png,VST 2.6m,GAMA-KiDS,174.17087291,1.15042722,9.03551616,16.9044846132532,18.8876705169678,-19.4650665175575
21810,G21810-native-424.png,G21810-invert-424.png,VST 2.6m,GAMA-KiDS,174.20946937,1.13582692,18.08356176,25.9636413324654,16.8959522247314,-20.7784567463514
21806,G21806-native-424.png,G21806-invert-424.png,VST 2.6m,GAMA-KiDS,174.1662753,1.09085834,5.17935726,12.4813163249086,19.0467586517334,-19.9895863352415
21815,G21815-native-424.png,G21815-invert-424.png,VST 2.6m,GAMA-KiDS,174.28257748,1.08331078,6.48488016,16.8031122734089,19.4221229553223,-19.8183688829849
21813,G21813-native-424.png,G21813-invert-424.png,VST 2.6m,GAMA-KiDS,174.25910914,1.07900968,8.68290192,20.8668110253357,18.5414695739746,-20.4872236993509
21811,G21811-native-424.png,G21811-invert-424.png,VST 2.6m,GAMA-KiDS,174.23377769,1.08739015,6.75336816,12.34693785576,18.9022483825684,-19.3901243011735
21814,G21814-native-424.png,G21814-invert-424.png,VST 2.6m,GAMA-KiDS,174.27093293,1.15688234,16.48247832,39.3925092147187,15.9024391174316,-23.1108821317877
21816,G21816-native-424.png,G21816-invert-424.png,VST 2.6m,GAMA-KiDS,174.28736371,1.17269074,16.40886786,30.7659422470886,17.122350692749,-21.2360850951602
21824,G21824-native-424.png,G21824-invert-424.png,VST 2.6m,GAMA-KiDS,174.2798217,1.17096128,10.19180448,24.2335682484935,19.4138088226318,-19.5852830144081
21833,G21833-native-424.png,G21833-invert-424.png,VST 2.6m,GAMA-KiDS,174.32394343,1.16203037,7.04512512,18.3040488289833,19.1420993804932,-20.1060616242135
21832,G21832-native-424.png,G21832-invert-424.png,VST 2.6m,GAMA-KiDS,174.31915133,1.21523512,9.25925616,13.1864499776996,18.9552421569824,-18.6988060133261
21834,G21834-native-424.png,G21834-invert-424.png,VST 2.6m,GAMA-KiDS,174.32714329,1.05846074,12.42920448,32.3776466169144,17.3980293273926,-21.8576286911334
21836,G21836-native-424.png,G21836-invert-424.png,VST 2.6m,GAMA-KiDS,174.4099404,1.08658655,12.38266656,5.40559271681414,18.4618511199951,-16.4031605757906
21844,G21844-native-424.png,G21844-invert-424.png,VST 2.6m,GAMA-KiDS,174.41038568,1.14365246,4.8003417,9.89733214430905,19.6437759399414,-18.966622831383
21851,G21851-native-424.png,G21851-invert-424.png,VST 2.6m,GAMA-KiDS,174.32255522,1.22615732,9.4955256,24.6538265335716,18.9170799255371,-20.3291602075331
943835,G943835-native-424.png,G943835-invert-424.png,VST 2.6m,GAMA-KiDS,174.3216555,1.11797206,9.9273438,18.5276926564547,20.0455150604248,-18.3008124840807
21853,G21853-native-424.png,G21853-invert-424.png,VST 2.6m,GAMA-KiDS,174.33814094,1.0812363,11.22458832,25.5765115415894,19.5647277832031,-19.3168151366243
943840,G943840-native-424.png,G943840-invert-424.png,VST 2.6m,GAMA-KiDS,174.35776569,1.0681204,9.07757928,12.8364046099563,20.1830615997314,-17.4532495335413
21855,G21855-native-424.png,G21855-invert-424.png,VST 2.6m,GAMA-KiDS,174.40584729,1.19156214,14.80442832,27.0686325462447,19.4281330108643,-18.8644553006339
21856,G21856-native-424.png,G21856-invert-424.png,VST 2.6m,GAMA-KiDS,174.40575239,1.22704109,9.2896848,13.5688646310992,19.402437210083,-18.3150897096084
21857,G21857-native-424.png,G21857-invert-424.png,VST 2.6m,GAMA-KiDS,174.40686172,1.18739984,11.0438064,26.4640253686779,19.0871829986572,-19.9334752749056
21858,G21858-native-424.png,G21858-invert-424.png,VST 2.6m,GAMA-KiDS,174.4319119,1.14010539,9.76423734,19.6290816945194,19.7612857818604,-18.7815209467016
21859,G21859-native-424.png,G21859-invert-424.png,VST 2.6m,GAMA-KiDS,174.457768,1.19664841,11.55214368,23.6056676898027,17.1069564819336,-21.4794475557824
21860,G21860-native-424.png,G21860-invert-424.png,VST 2.6m,GAMA-KiDS,174.46413024,1.2016003,5.98124142,12.0088139225023,18.3297710418701,-20.2096435824315
21861,G21861-native-424.png,G21861-invert-424.png,VST 2.6m,GAMA-KiDS,174.46578607,1.22194389,6.00003558,12.259516959913,18.6284732818604,-19.957720296067
21865,G21865-native-424.png,G21865-invert-424.png,VST 2.6m,GAMA-KiDS,174.59248153,1.21243004,8.42918076,20.1846236463565,18.8031597137451,-20.2155656251241
21863,G21863-native-424.png,G21863-invert-424.png,VST 2.6m,GAMA-KiDS,174.52173233,1.09565906,6.56363664,15.7460693594049,18.8941898345947,-20.1296104604737
21864,G21864-native-424.png,G21864-invert-424.png,VST 2.6m,GAMA-KiDS,174.57142311,1.19530479,6.6092796,15.7789131345533,18.8361301422119,-20.1741952062177
21875,G21875-native-424.png,G21875-invert-424.png,VST 2.6m,GAMA-KiDS,174.47858068,1.17323479,9.27715536,18.7400818411249,19.1409549713135,-19.4147140684095
943875,G943875-native-424.png,G943875-invert-424.png,VST 2.6m,GAMA-KiDS,174.48055876,1.14255303,8.46274176,17.007253270189,20.0139217376709,-18.5280347492812
21880,G21880-native-424.png,G21880-invert-424.png,VST 2.6m,GAMA-KiDS,174.65257987,1.20405239,9.51700464,21.7043596946832,18.5807628631592,-20.3031556645388
21885,G21885-native-424.png,G21885-invert-424.png,VST 2.6m,GAMA-KiDS,174.64656108,1.11200787,10.57328118,15.1878081239014,17.6632556915283,-20.0123289751221
21886,G21886-native-424.png,G21886-invert-424.png,VST 2.6m,GAMA-KiDS,174.65385996,1.21014052,5.4346446,14.0372818491421,18.9905834197998,-20.2409027054411
21887,G21887-native-424.png,G21887-invert-424.png,VST 2.6m,GAMA-KiDS,174.65537674,1.1389333,10.8223038,15.4667535917334,16.7949695587158,-20.867887393945
21881,G21881-native-424.png,G21881-invert-424.png,VST 2.6m,GAMA-KiDS,174.61060332,1.21711626,16.14105108,38.7511200607201,16.9267024993896,-22.0991789892792
21882,G21882-native-424.png,G21882-invert-424.png,VST 2.6m,GAMA-KiDS,174.63226968,1.093619,8.9227512,18.1335075832765,19.4361782073975,-19.1356349294454
21883,G21883-native-424.png,G21883-invert-424.png,VST 2.6m,GAMA-KiDS,174.63355807,1.19483217,12.27571884,18.2981244114935,17.8881053924561,-19.880523449535
21884,G21884-native-424.png,G21884-invert-424.png,VST 2.6m,GAMA-KiDS,174.63946308,1.21574849,5.93895456,6.0331244320539,19.6546173095703,-17.1722028825102
21888,G21888-native-424.png,G21888-invert-424.png,VST 2.6m,GAMA-KiDS,174.67312733,1.17949194,9.16841772,22.0389017583135,18.8033885955811,-20.2259736719836
21890,G21890-native-424.png,G21890-invert-424.png,VST 2.6m,GAMA-KiDS,174.71559031,1.21935635,9.07086708,21.7184309602095,17.7631988525391,-21.2551701704353
21889,G21889-native-424.png,G21889-invert-424.png,VST 2.6m,GAMA-KiDS,174.69756518,1.13155503,5.59282878,13.4212635541383,18.5696468353271,-20.4550135904775
21891,G21891-native-424.png,G21891-invert-424.png,VST 2.6m,GAMA-KiDS,174.71610919,1.22270665,7.1182881,17.1011750624265,19.0806636810303,-19.9471271773827
21901,G21901-native-424.png,G21901-invert-424.png,VST 2.6m,GAMA-KiDS,174.61357589,1.07865117,10.46387232,14.860187546725,18.9053993225098,-18.741617746956
21910,G21910-native-424.png,G21910-invert-424.png,VST 2.6m,GAMA-KiDS,174.80119345,1.15789275,16.91653392,6.90100914990654,18.4506950378418,-16.2610112047749
21911,G21911-native-424.png,G21911-invert-424.png,VST 2.6m,GAMA-KiDS,174.80184867,1.1655537,6.77842704,13.1471782348552,17.9145755767822,-20.5331314434339
21913,G21913-native-424.png,G21913-invert-424.png,VST 2.6m,GAMA-KiDS,174.83199291,1.19390793,12.12491808,28.8059402803293,18.3678436279297,-20.6289281817901
21919,G21919-native-424.png,G21919-invert-424.png,VST 2.6m,GAMA-KiDS,174.79886609,1.09205817,8.7795576,17.6970620135412,19.7616481781006,-18.7883209964302
21920,G21920-native-424.png,G21920-invert-424.png,VST 2.6m,GAMA-KiDS,174.80225875,1.05970927,11.23823646,22.610066583395,19.4346485137939,-19.1102571290604
21921,G21921-native-424.png,G21921-invert-424.png,VST 2.6m,GAMA-KiDS,174.84495092,1.07605283,8.67574224,17.4628894356433,19.7519760131836,-18.7941926882072
21922,G21922-native-424.png,G21922-invert-424.png,VST 2.6m,GAMA-KiDS,174.79065168,1.17556174,10.55694816,18.4445988876379,19.0216159820557,-19.1527001555275
943959,G943959-native-424.png,G943959-invert-424.png,VST 2.6m,GAMA-KiDS,174.8204039,1.22575503,12.57060816,30.2112741885752,20.1830825805664,-18.8457489220679
21924,G21924-native-424.png,G21924-invert-424.png,VST 2.6m,GAMA-KiDS,174.91595542,1.09735009,9.78549264,23.358718444993,18.6877689361572,-20.3221940021118
21926,G21926-native-424.png,G21926-invert-424.png,VST 2.6m,GAMA-KiDS,174.97612812,1.10468239,9.0211968,16.5430537203122,19.6732959747314,-18.6269769190517
21929,G21929-native-424.png,G21929-invert-424.png,VST 2.6m,GAMA-KiDS,174.89861816,1.18185471,6.55916184,9.45801645868167,18.0398502349854,-19.6453558384121
21930,G21930-native-424.png,G21930-invert-424.png,VST 2.6m,GAMA-KiDS,174.98435107,1.1787771,9.86223546,14.3316973174306,17.9030303955078,-19.8016534403005
21931,G21931-native-424.png,G21931-invert-424.png,VST 2.6m,GAMA-KiDS,174.9858249,1.08689931,8.01414306,20.0055262430006,18.0958213806152,-21.0391980136856
21933,G21933-native-424.png,G21933-invert-424.png,VST 2.6m,GAMA-KiDS,174.99660932,1.13595338,8.8959024,12.8059283945892,18.6491985321045,-19.0317881993242
21934,G21934-native-424.png,G21934-invert-424.png,VST 2.6m,GAMA-KiDS,175.0001916,1.07583017,9.21540312,22.9837167316899,18.0988636016846,-21.0336494636084
21936,G21936-native-424.png,G21936-invert-424.png,VST 2.6m,GAMA-KiDS,175.03698659,1.10648223,8.94445398,16.570464202641,17.7831153869629,-20.5438495617032
21940,G21940-native-424.png,G21940-invert-424.png,VST 2.6m,GAMA-KiDS,174.95956269,1.19482185,11.2138488,21.75709546384,18.5694770812988,-19.8790982765581
21945,G21945-native-424.png,G21945-invert-424.png,VST 2.6m,GAMA-KiDS,174.94773874,1.22987419,14.22852156,20.4971222061721,19.2824039459229,-18.4003846783835
21949,G21949-native-424.png,G21949-invert-424.png,VST 2.6m,GAMA-KiDS,175.0484919,1.19791869,25.630773,51.2383835226878,19.6271362304688,-18.9007810850122
21951,G21951-native-424.png,G21951-invert-424.png,VST 2.6m,GAMA-KiDS,175.04688819,1.0795544,15.98756544,29.6915935419198,16.7140808105469,-21.6193423131208
21952,G21952-native-424.png,G21952-invert-424.png,VST 2.6m,GAMA-KiDS,175.04805151,1.08105065,9.12590712,17.209852202009,19.3807125091553,-18.9929067733433
21953,G21953-native-424.png,G21953-invert-424.png,VST 2.6m,GAMA-KiDS,175.07726884,1.07610358,12.68919036,18.7811424227645,16.6267585754395,-21.1240500756336
21954,G21954-native-424.png,G21954-invert-424.png,VST 2.6m,GAMA-KiDS,175.07804453,1.09302134,7.14021462,10.5767507868097,18.2366924285889,-19.5161627144425
21956,G21956-native-424.png,G21956-invert-424.png,VST 2.6m,GAMA-KiDS,175.10104476,1.21480352,7.595973,15.3050918318214,18.8902473449707,-19.6586411757693
