CATAID,FILENAMENATIVE,FILENAMEINVERT,TELESCOPE,SURVEY,RA,DEC,PETRORADARCSEC,PETRORADKPC,PETROAPPMAG,PETROABSMAG
585704,G585704-native-424.png,G585704-invert-424.png,VST 2.6m,GAMA-KiDS,184.1559553,-0.07776635,6.83167716,15.370376351087,17.6121578216553,-21.2345908943424
585750,G585750-native-424.png,G585750-invert-424.png,VST 2.6m,GAMA-KiDS,184.25238288,-0.16358507,17.23894326,23.8850695261759,15.7474365234375,-21.8379433057441
585748,G585748-native-424.png,G585748-invert-424.png,VST 2.6m,GAMA-KiDS,184.2499641,-0.051649,9.05095422,12.5797572096254,17.372278213501,-20.2209235451341
585755,G585755-native-424.png,G585755-invert-424.png,VST 2.6m,GAMA-KiDS,184.18922747,-0.10349214,24.70335714,20.2412382377125,16.6339817047119,-19.682101978186
585759,G585759-native-424.png,G585759-invert-424.png,VST 2.6m,GAMA-KiDS,184.28632141,-0.02664747,22.18963824,30.5931916788602,16.6620140075684,-20.9110757049111
585765,G585765-native-424.png,G585765-invert-424.png,VST 2.6m,GAMA-KiDS,184.21529379,-0.18872969,13.20781968,18.3068178123713,18.7760829925537,-18.810249155385
585771,G585771-native-424.png,G585771-invert-424.png,VST 2.6m,GAMA-KiDS,184.21058407,-0.15304925,11.52216252,19.1820496124021,19.355863571167,-18.6939291023348
585786,G585786-native-424.png,G585786-invert-424.png,VST 2.6m,GAMA-KiDS,184.32185843,-0.14358278,9.18877806,19.9736588814256,17.7636680603027,-20.9892435844325
586317,G586317-native-424.png,G586317-invert-424.png,VST 2.6m,GAMA-KiDS,184.49863143,-0.15336552,12.1082325,26.1080658738993,17.0107440948486,-21.7202859445665
586320,G586320-native-424.png,G586320-invert-424.png,VST 2.6m,GAMA-KiDS,184.57614732,-0.1519689,15.7636017,24.3737595977097,16.812686920166,-21.0485509710893
586322,G586322-native-424.png,G586322-invert-424.png,VST 2.6m,GAMA-KiDS,184.47675079,-0.19671693,4.97575386,6.82620599383226,19.1908016204834,-18.3699334922088
586321,G586321-native-424.png,G586321-invert-424.png,VST 2.6m,GAMA-KiDS,184.61129766,-0.13060588,7.7123178,7.7807754091041,16.542350769043,-20.2679238137174
586326,G586326-native-424.png,G586326-invert-424.png,VST 2.6m,GAMA-KiDS,184.51375147,-0.0104746,35.92011456,25.0761695267488,17.1543350219727,-18.7871496947009
586330,G586330-native-424.png,G586330-invert-424.png,VST 2.6m,GAMA-KiDS,184.5454927,-0.16369758,11.46756996,8.98315824788262,16.2070789337158,-20.0033978023717
586336,G586336-native-424.png,G586336-invert-424.png,VST 2.6m,GAMA-KiDS,184.61391891,-0.00280927,7.77764988,10.9396371123692,17.7604122161865,-19.8625508350048
586340,G586340-native-424.png,G586340-invert-424.png,VST 2.6m,GAMA-KiDS,184.51474046,-0.16576911,11.51612154,24.8780509857272,18.2635669708252,-20.4725532604713
586351,G586351-native-424.png,G586351-invert-424.png,VST 2.6m,GAMA-KiDS,184.48434231,-0.0100952,9.66377808,20.6846818989627,19.1804618835449,-19.5306820618309
586352,G586352-native-424.png,G586352-invert-424.png,VST 2.6m,GAMA-KiDS,184.50250444,-0.18385598,15.88911984,25.1814042680147,18.5891380310059,-19.3347786819704
586353,G586353-native-424.png,G586353-invert-424.png,VST 2.6m,GAMA-KiDS,184.50729303,-0.03791858,9.51879456,19.7487289645606,19.3957595825195,-19.2313816039725
586355,G586355-native-424.png,G586355-invert-424.png,VST 2.6m,GAMA-KiDS,184.56630885,-0.08387289,8.94781008,19.5164463126251,19.4575500488281,-19.3046372418154
586370,G586370-native-424.png,G586370-invert-424.png,VST 2.6m,GAMA-KiDS,184.6348951,-0.04524213,8.2302759,13.3260318599379,18.7398548126221,-19.2387205333083
586375,G586375-native-424.png,G586375-invert-424.png,VST 2.6m,GAMA-KiDS,184.71256618,-0.08481552,13.99851684,29.9210124774624,16.8001689910889,-21.9071933630423
586415,G586415-native-424.png,G586415-invert-424.png,VST 2.6m,GAMA-KiDS,184.8041501,-0.02482088,10.3188888,22.6397197078627,18.3685703277588,-20.4095980655806
586426,G586426-native-424.png,G586426-invert-424.png,VST 2.6m,GAMA-KiDS,184.913906,-0.1713099,6.14412414,15.2303008041599,19.7820777893066,-19.3332406025644
586437,G586437-native-424.png,G586437-invert-424.png,VST 2.6m,GAMA-KiDS,184.79208304,-0.18717468,18.44333568,30.5856306613325,18.2785835266113,-19.7612615917298
586438,G586438-native-424.png,G586438-invert-424.png,VST 2.6m,GAMA-KiDS,184.81978361,-0.07044692,9.69420672,23.3267212895336,18.9484615325928,-20.0837591727336
586442,G586442-native-424.png,G586442-invert-424.png,VST 2.6m,GAMA-KiDS,184.88575004,-0.0998506,10.32425856,12.6366718485211,19.5352382659912,-17.74362877099
586475,G586475-native-424.png,G586475-invert-424.png,VST 2.6m,GAMA-KiDS,184.97560838,-0.03501527,11.61837072,25.0275680517847,18.6411075592041,-20.0873006617226
586482,G586482-native-424.png,G586482-invert-424.png,VST 2.6m,GAMA-KiDS,185.11778191,-0.04284848,16.72948728,35.9171614045924,18.2311458587646,-20.4882016151167
586493,G586493-native-424.png,G586493-invert-424.png,VST 2.6m,GAMA-KiDS,185.15178816,-0.13198155,8.25332112,18.4854297711608,18.4017028808594,-20.432726949317
586492,G586492-native-424.png,G586492-invert-424.png,VST 2.6m,GAMA-KiDS,185.15020738,-0.14278119,7.15923252,16.0360480868252,17.8257083892822,-21.0089107012819
586490,G586490-native-424.png,G586490-invert-424.png,VST 2.6m,GAMA-KiDS,185.14492946,-0.14394091,6.29201628,14.0100725084492,17.657922744751,-21.1604691952562
586491,G586491-native-424.png,G586491-invert-424.png,VST 2.6m,GAMA-KiDS,185.14532919,-0.09596883,6.7390488,17.1578074759035,19.1515922546387,-20.039100208311
586496,G586496-native-424.png,G586496-invert-424.png,VST 2.6m,GAMA-KiDS,185.17566447,-0.01508277,6.23697624,13.8768721775568,18.2852439880371,-20.5310552364622
586494,G586494-native-424.png,G586494-invert-424.png,VST 2.6m,GAMA-KiDS,185.16542261,-0.02581702,44.97352992,27.630358030114,16.0675506591797,-19.5780935675372
586508,G586508-native-424.png,G586508-invert-424.png,VST 2.6m,GAMA-KiDS,185.13452896,-0.05638723,16.36702848,13.4979861148872,19.1925621032715,-17.138796860417
586512,G586512-native-424.png,G586512-invert-424.png,VST 2.6m,GAMA-KiDS,185.09884719,-0.17191055,10.53725904,20.1899465256715,19.7297077178955,-18.685790978836
586523,G586523-native-424.png,G586523-invert-424.png,VST 2.6m,GAMA-KiDS,185.2576391,-0.04276544,7.74319392,12.2734870365216,18.1121101379395,-19.812203644949
586522,G586522-native-424.png,G586522-invert-424.png,VST 2.6m,GAMA-KiDS,185.22199121,-0.14593237,5.951484,15.1473567979541,18.6332836151123,-20.5564212584225
586550,G586550-native-424.png,G586550-invert-424.png,VST 2.6m,GAMA-KiDS,185.27269712,-0.05902216,11.48054688,29.6685766987517,18.6492710113525,-20.5836693294314
586551,G586551-native-424.png,G586551-invert-424.png,VST 2.6m,GAMA-KiDS,185.22338803,-0.20455107,12.11417856,25.9287473560864,19.4354724884033,-19.2755822424591
586565,G586565-native-424.png,G586565-invert-424.png,VST 2.6m,GAMA-KiDS,185.4509578,-0.00660847,6.4079136,12.8071596638409,18.5219879150391,-20.0053316167144
586566,G586566-native-424.png,G586566-invert-424.png,VST 2.6m,GAMA-KiDS,185.45171179,-0.00794349,10.15421616,20.4389500923785,18.5131301879883,-20.0330551782538
586567,G586567-native-424.png,G586567-invert-424.png,VST 2.6m,GAMA-KiDS,185.48902989,-0.04033188,9.68212476,19.1279349608194,18.0491027832031,-20.4473755242792
586580,G586580-native-424.png,G586580-invert-424.png,VST 2.6m,GAMA-KiDS,185.50726023,-0.14409347,11.55035376,25.8481628575535,19.2941570281982,-19.5379670903171
586599,G586599-native-424.png,G586599-invert-424.png,VST 2.6m,GAMA-KiDS,185.54664936,-0.14571571,20.718324,29.3695803674168,15.7693109512329,-21.873161775463
586607,G586607-native-424.png,G586607-invert-424.png,VST 2.6m,GAMA-KiDS,185.66403779,-0.00769697,7.70023584,16.2393261441899,19.6231956481934,-19.0479452974154
586608,G586608-native-424.png,G586608-invert-424.png,VST 2.6m,GAMA-KiDS,185.66700526,-0.18954381,11.19057984,29.2644553381586,16.6150951385498,-22.6516269450618
586629,G586629-native-424.png,G586629-invert-424.png,VST 2.6m,GAMA-KiDS,185.67969267,-0.03056525,7.2670752,15.3794803527632,18.3061752319336,-20.374385747474
586631,G586631-native-424.png,G586631-invert-424.png,VST 2.6m,GAMA-KiDS,185.72062176,-0.19343756,9.53266644,21.2076005814495,18.1270046234131,-20.6890410259615
586633,G586633-native-424.png,G586633-invert-424.png,VST 2.6m,GAMA-KiDS,185.7468644,-0.01556004,8.91782892,18.9121355831901,19.1517181396484,-19.5344278017227
586636,G586636-native-424.png,G586636-invert-424.png,VST 2.6m,GAMA-KiDS,185.7546997,-0.08375787,7.27803846,17.3642461753116,17.8233852386475,-21.1851399821523
586640,G586640-native-424.png,G586640-invert-424.png,VST 2.6m,GAMA-KiDS,185.76600689,-0.10608202,10.43881344,22.1819414876255,19.2285327911377,-19.4629991984779
586627,G586627-native-424.png,G586627-invert-424.png,VST 2.6m,GAMA-KiDS,185.66884634,-0.20454406,17.10626544,44.6649245100135,17.3982257843018,-21.8640553787007
586641,G586641-native-424.png,G586641-invert-424.png,VST 2.6m,GAMA-KiDS,185.77148214,-0.08978454,15.34319424,32.4830740923939,17.2479724884033,-21.4335776612065
586657,G586657-native-424.png,G586657-invert-424.png,VST 2.6m,GAMA-KiDS,185.78492315,-0.19351904,11.91549744,31.0734092724271,18.8462696075439,-20.4125029397544
586671,G586671-native-424.png,G586671-invert-424.png,VST 2.6m,GAMA-KiDS,185.86549496,-0.05840495,7.82374032,17.3583626559388,19.2054347991943,-19.6031819940584
586672,G586672-native-424.png,G586672-invert-424.png,VST 2.6m,GAMA-KiDS,185.86724699,-0.05603638,10.59811632,23.4679047390007,19.0620975494385,-19.7411919191898
586673,G586673-native-424.png,G586673-invert-424.png,VST 2.6m,GAMA-KiDS,185.8776084,-0.05744249,15.21700488,32.3255658494354,16.8055000305176,-21.8852150939422
586692,G586692-native-424.png,G586692-invert-424.png,VST 2.6m,GAMA-KiDS,185.85441415,-0.03265591,11.65394538,25.7878459396245,19.2612781524658,-19.5401065559248
586695,G586695-native-424.png,G586695-invert-424.png,VST 2.6m,GAMA-KiDS,185.96666245,-0.04061983,10.85161374,24.8255177165787,19.6303882598877,-19.2621144904354
609168,G609168-native-424.png,G609168-invert-424.png,VST 2.6m,GAMA-KiDS,174.041928,0.29300563,10.02892176,23.8589173164933,18.8847770690918,-20.1157861850336
609169,G609169-native-424.png,G609169-invert-424.png,VST 2.6m,GAMA-KiDS,174.05718818,0.34697583,8.50592358,20.3407883161601,18.032398223877,-20.9825562733425
609174,G609174-native-424.png,G609174-invert-424.png,VST 2.6m,GAMA-KiDS,174.09559093,0.34480644,8.9070555,17.4399087294096,17.3161582946777,-21.1565788015916
609176,G609176-native-424.png,G609176-invert-424.png,VST 2.6m,GAMA-KiDS,174.13263686,0.26969283,7.8074073,18.5738906847321,18.3565998077393,-20.6439606331165
609177,G609177-native-424.png,G609177-invert-424.png,VST 2.6m,GAMA-KiDS,174.14187789,0.23330198,16.63909632,23.2695075833115,16.9450778961182,-20.6635226642213
609180,G609180-native-424.png,G609180-invert-424.png,VST 2.6m,GAMA-KiDS,174.01262955,0.22665549,11.54140416,27.5946031934664,18.6407699584961,-20.3736673443418
609184,G609184-native-424.png,G609184-invert-424.png,VST 2.6m,GAMA-KiDS,174.08292157,0.2408117,11.4465384,24.5663830534518,18.7659225463867,-19.9524761421378
609188,G609188-native-424.png,G609188-invert-424.png,VST 2.6m,GAMA-KiDS,174.11568745,0.21023959,18.29835216,38.792968838434,18.3663539886475,-20.318919967026
609190,G609190-native-424.png,G609190-invert-424.png,VST 2.6m,GAMA-KiDS,174.12292367,0.22388332,20.45699568,20.4866214247536,17.7427463531494,-19.0498067005947
927282,G927282-native-424.png,G927282-invert-424.png,VST 2.6m,GAMA-KiDS,174.05293346,0.38953717,9.67160898,19.0161414281884,20.1030521392822,-18.3807555889516
609197,G609197-native-424.png,G609197-invert-424.png,VST 2.6m,GAMA-KiDS,174.08944182,0.37217683,10.98048798,20.2536139387742,19.6574401855469,-18.658068603632
609200,G609200-native-424.png,G609200-invert-424.png,VST 2.6m,GAMA-KiDS,174.14860217,0.22363595,19.3042872,27.0706605767247,18.3697128295898,-19.2457171413825
609198,G609198-native-424.png,G609198-invert-424.png,VST 2.6m,GAMA-KiDS,174.27736086,0.31041199,6.81691032,12.9389908382201,18.5254364013672,-19.8652162579138
609210,G609210-native-424.png,G609210-invert-424.png,VST 2.6m,GAMA-KiDS,174.22928712,0.2686062,11.89222848,23.1068243420478,18.759937286377,-19.6924800153505
609207,G609207-native-424.png,G609207-invert-424.png,VST 2.6m,GAMA-KiDS,174.24186406,0.21511849,5.85438084,13.9514521732942,18.6720085144043,-20.3332985398821
927308,G927308-native-424.png,G927308-invert-424.png,VST 2.6m,GAMA-KiDS,174.18833214,0.28776855,8.8903089,17.1808547117172,19.9619827270508,-18.4761330255847
609216,G609216-native-424.png,G609216-invert-424.png,VST 2.6m,GAMA-KiDS,174.19557356,0.39849139,8.03853072,3.2620688654221,19.6088809967041,-15.0909404544535
609225,G609225-native-424.png,G609225-invert-424.png,VST 2.6m,GAMA-KiDS,174.32111984,0.27234103,5.9044986,9.78851011901332,19.3195323944092,-18.7194595766114
609226,G609226-native-424.png,G609226-invert-424.png,VST 2.6m,GAMA-KiDS,174.34286198,0.39889384,8.1911214,17.8158977145232,18.654426574707,-20.1001375049091
609227,G609227-native-424.png,G609227-invert-424.png,VST 2.6m,GAMA-KiDS,174.34368123,0.24004073,14.33367936,21.2877967725424,18.6088523864746,-19.1505689657491
609235,G609235-native-424.png,G609235-invert-424.png,VST 2.6m,GAMA-KiDS,174.38231555,0.27372412,26.60358096,10.8700378906664,17.9067459106445,-16.8085486757705
609237,G609237-native-424.png,G609237-invert-424.png,VST 2.6m,GAMA-KiDS,174.4394148,0.41184749,14.46613344,25.5961866771607,19.7550506591797,-18.4520613540682
609240,G609240-native-424.png,G609240-invert-424.png,VST 2.6m,GAMA-KiDS,174.45819254,0.25048035,16.94338272,24.9622928447887,18.3682270050049,-19.3709670861796
609243,G609243-native-424.png,G609243-invert-424.png,VST 2.6m,GAMA-KiDS,174.53019197,0.33887631,4.88961396,9.63576482066963,19.7292671203613,-18.7605753723202
609242,G609242-native-424.png,G609242-invert-424.png,VST 2.6m,GAMA-KiDS,174.50290121,0.30236903,5.80426308,13.8931399349222,18.7127285003662,-20.3048316854571
609245,G609245-native-424.png,G609245-invert-424.png,VST 2.6m,GAMA-KiDS,174.54956783,0.41852442,7.2133776,9.31483535943252,19.5207614898682,-17.8899097579844
609246,G609246-native-424.png,G609246-invert-424.png,VST 2.6m,GAMA-KiDS,174.5575213,0.35279687,14.89302936,27.1066921520637,16.0324745178223,-22.2481989314466
609247,G609247-native-424.png,G609247-invert-424.png,VST 2.6m,GAMA-KiDS,174.55964313,0.35140864,9.0547578,16.5695489014513,19.2625122070312,-19.0322372958366
609248,G609248-native-424.png,G609248-invert-424.png,VST 2.6m,GAMA-KiDS,174.58234746,0.24149094,8.04927024,14.1624362240357,19.3463039398193,-18.8462197291179
927361,G927361-native-424.png,G927361-invert-424.png,VST 2.6m,GAMA-KiDS,174.58252354,0.23587135,9.54743328,16.842633059445,20.0810699462891,-18.1182752431925
927350,G927350-native-424.png,G927350-invert-424.png,VST 2.6m,GAMA-KiDS,174.50039082,0.36200193,13.43312586,32.2263831207247,19.9811325073242,-19.0427116897341
609257,G609257-native-424.png,G609257-invert-424.png,VST 2.6m,GAMA-KiDS,174.53082283,0.31045695,8.24974128,15.0396740895148,19.4580516815186,-18.8268581025275
609258,G609258-native-424.png,G609258-invert-424.png,VST 2.6m,GAMA-KiDS,174.57069848,0.40330384,8.65068336,15.8145022919958,19.5287113189697,-18.7634584655576
609261,G609261-native-424.png,G609261-invert-424.png,VST 2.6m,GAMA-KiDS,174.59552329,0.36028172,13.57251588,24.8589238605722,18.2040767669678,-20.0930084998161
609262,G609262-native-424.png,G609262-invert-424.png,VST 2.6m,GAMA-KiDS,174.61858626,0.30051979,11.7620118,4.74459671042294,18.0053215026855,-16.6809849041454
609263,G609263-native-424.png,G609263-invert-424.png,VST 2.6m,GAMA-KiDS,174.64842031,0.36451127,10.63570464,20.6788413342499,18.2654857635498,-20.1886550434528
609267,G609267-native-424.png,G609267-invert-424.png,VST 2.6m,GAMA-KiDS,174.5965355,0.271644,11.09213424,23.1085883685539,19.0011768341064,-19.6370997965488
609282,G609282-native-424.png,G609282-invert-424.png,VST 2.6m,GAMA-KiDS,174.70190766,0.30105254,15.54344154,6.81229647484143,19.7270126342773,-15.1469584078102
609289,G609289-native-424.png,G609289-invert-424.png,VST 2.6m,GAMA-KiDS,174.78625971,0.2970348,21.00650112,41.3559989062793,16.6209182739258,-21.8663166505482
609290,G609290-native-424.png,G609290-invert-424.png,VST 2.6m,GAMA-KiDS,174.87680612,0.30446122,8.91738144,17.5672875554565,18.8343601226807,-19.6546010371113
609291,G609291-native-424.png,G609291-invert-424.png,VST 2.6m,GAMA-KiDS,174.87750458,0.39093772,16.78407984,35.6109669981731,17.0518550872803,-21.6355628901476
927415,G927415-native-424.png,G927415-invert-424.png,VST 2.6m,GAMA-KiDS,174.8497958,0.28728272,6.9627888,15.2058595200054,19.891357421875,-18.8742303016652
609309,G609309-native-424.png,G609309-invert-424.png,VST 2.6m,GAMA-KiDS,175.0103204,0.26849765,7.07734368,15.9658623488404,18.6259479522705,-20.2281427417766
609310,G609310-native-424.png,G609310-invert-424.png,VST 2.6m,GAMA-KiDS,175.0208576,0.40224256,8.65784304,17.0211344812946,18.350133895874,-20.1333997952306
609307,G609307-native-424.png,G609307-invert-424.png,VST 2.6m,GAMA-KiDS,174.92471695,0.32271896,36.1944198,20.4262496127781,16.242639541626,-19.2076736521933
609311,G609311-native-424.png,G609311-invert-424.png,VST 2.6m,GAMA-KiDS,175.02503905,0.41584776,11.54319408,22.8917594526161,17.7937278747559,-20.712876490052
609321,G609321-native-424.png,G609321-invert-424.png,VST 2.6m,GAMA-KiDS,175.13983703,0.29104113,9.6047175,18.9412593577479,17.2821311950684,-21.2096216054967
609322,G609322-native-424.png,G609322-invert-424.png,VST 2.6m,GAMA-KiDS,175.14299284,0.2930735,9.6387192,18.6718766318729,17.5231990814209,-20.9212507009952
609323,G609323-native-424.png,G609323-invert-424.png,VST 2.6m,GAMA-KiDS,175.05950749,0.25072704,8.11437858,17.6058283089409,17.9301605224609,-20.8177626340896
609326,G609326-native-424.png,G609326-invert-424.png,VST 2.6m,GAMA-KiDS,175.10362541,0.29866643,7.04154528,15.3525925737497,19.121301651001,-19.6398212911944
609327,G609327-native-424.png,G609327-invert-424.png,VST 2.6m,GAMA-KiDS,175.10412339,0.35563508,9.9967032,19.8728749601404,18.5749320983887,-19.9381024463144
609328,G609328-native-424.png,G609328-invert-424.png,VST 2.6m,GAMA-KiDS,175.12297537,0.27168387,10.82543616,21.4475760326403,17.6516780853271,-20.8523547022672
609330,G609330-native-424.png,G609330-invert-424.png,VST 2.6m,GAMA-KiDS,175.14833621,0.30695163,13.47272784,26.4806057465653,16.6942024230957,-21.788681427739
748147,G748147-native-424.png,G748147-invert-424.png,VST 2.6m,GAMA-KiDS,175.14573355,0.28036299,13.30089552,26.1556954615942,19.4605484008789,-19.0236362571423
609331,G609331-native-424.png,G609331-invert-424.png,VST 2.6m,GAMA-KiDS,175.15944634,0.33528539,20.40866784,40.3194753169387,17.1066360473633,-21.3898593928351
609332,G609332-native-424.png,G609332-invert-424.png,VST 2.6m,GAMA-KiDS,175.15973052,0.28370279,9.75260286,19.4250760386268,18.8780097961426,-19.6401572655013
609329,G609329-native-424.png,G609329-invert-424.png,VST 2.6m,GAMA-KiDS,175.14543831,0.28107706,13.32505944,26.1218612045479,16.5483417510986,-21.9275984892205
609333,G609333-native-424.png,G609333-invert-424.png,VST 2.6m,GAMA-KiDS,175.19053058,0.37216616,6.70638276,13.3018034453832,19.0926685333252,-19.4143580735302
609336,G609336-native-424.png,G609336-invert-424.png,VST 2.6m,GAMA-KiDS,175.11714848,0.27430519,9.32369328,18.4379130258112,19.7985649108887,-18.7005201396514
927486,G927486-native-424.png,G927486-invert-424.png,VST 2.6m,GAMA-KiDS,175.14196148,0.26981697,8.35713648,16.4514411354587,20.0512371063232,-18.4357636153432
609344,G609344-native-424.png,G609344-invert-424.png,VST 2.6m,GAMA-KiDS,175.30122644,0.2749093,11.78841312,28.5404776991018,17.7298221588135,-21.3194970267543
609345,G609345-native-424.png,G609345-invert-424.png,VST 2.6m,GAMA-KiDS,175.19226252,0.23426567,9.14335884,16.9139263857959,17.40771484375,-20.9153768995307
609346,G609346-native-424.png,G609346-invert-424.png,VST 2.6m,GAMA-KiDS,175.19463338,0.30270733,9.98752986,23.1802776383052,18.1002159118652,-20.8319457893194
609347,G609347-native-424.png,G609347-invert-424.png,VST 2.6m,GAMA-KiDS,175.19531669,0.26841259,6.28798896,12.3852681648521,19.1921291351318,-19.2963816311143
609356,G609356-native-424.png,G609356-invert-424.png,VST 2.6m,GAMA-KiDS,175.3780459,0.36077709,9.4507776,19.7409020539323,16.9937324523926,-21.6516048797903
609357,G609357-native-424.png,G609357-invert-424.png,VST 2.6m,GAMA-KiDS,175.41031436,0.27326321,8.75651238,15.2425022361639,17.1060771942139,-21.0586648555244
609358,G609358-native-424.png,G609358-invert-424.png,VST 2.6m,GAMA-KiDS,175.45675018,0.21600652,12.9523086,22.4966949640185,16.3815536499023,-21.7775059086628
609359,G609359-native-424.png,G609359-invert-424.png,VST 2.6m,GAMA-KiDS,175.4571225,0.21702997,3.7908675,6.58367767092785,17.2069625854492,-20.9518492344673
609361,G609361-native-424.png,G609361-invert-424.png,VST 2.6m,GAMA-KiDS,175.37866001,0.38787943,5.56307136,11.6167018685296,19.4220504760742,-19.2224746267796
609362,G609362-native-424.png,G609362-invert-424.png,VST 2.6m,GAMA-KiDS,175.40548612,0.2343819,6.75336816,13.3300279045083,18.9644012451172,-19.5297128551723
609363,G609363-native-424.png,G609363-invert-424.png,VST 2.6m,GAMA-KiDS,175.41336479,0.21396049,16.49500776,32.4896066757683,17.2395496368408,-21.2489506566689
609366,G609366-native-424.png,G609366-invert-424.png,VST 2.6m,GAMA-KiDS,175.46334592,0.27192589,8.33834232,14.4605819557793,18.2824783325195,-19.8726168284636
609370,G609370-native-424.png,G609370-invert-424.png,VST 2.6m,GAMA-KiDS,175.37162864,0.35945621,8.04927024,16.7727929886438,19.1436614990234,-19.4951754200379
609371,G609371-native-424.png,G609371-invert-424.png,VST 2.6m,GAMA-KiDS,175.39270426,0.37090758,10.23655248,21.5756653193437,18.6579151153564,-20.011653511015
609379,G609379-native-424.png,G609379-invert-424.png,VST 2.6m,GAMA-KiDS,175.47493988,0.23599315,41.7767328,72.4643045873188,17.5314960479736,-20.6240971030475
609381,G609381-native-424.png,G609381-invert-424.png,VST 2.6m,GAMA-KiDS,175.3562581,0.23417597,10.72699056,25.4688834333985,19.643461227417,-19.3515775727601
609396,G609396-native-424.png,G609396-invert-424.png,VST 2.6m,GAMA-KiDS,175.55091572,0.33447039,17.7535995,7.27732656449243,13.7570858001709,-20.9654642401168
609397,G609397-native-424.png,G609397-invert-424.png,VST 2.6m,GAMA-KiDS,175.54916719,0.33237581,4.1895315,1.68772603301802,16.3381195068359,-18.3451647437387
609401,G609401-native-424.png,G609401-invert-424.png,VST 2.6m,GAMA-KiDS,175.61065886,0.3969208,7.24649112,14.260210035683,17.0703468322754,-21.415748067045
609404,G609404-native-424.png,G609404-invert-424.png,VST 2.6m,GAMA-KiDS,175.5605034,0.38347819,12.92680224,19.1485742864553,18.549596786499,-19.203283488293
609409,G609409-native-424.png,G609409-invert-424.png,VST 2.6m,GAMA-KiDS,175.6094061,0.22440448,10.43881344,25.2791526531056,19.6683158874512,-19.38168081319
609411,G609411-native-424.png,G609411-invert-424.png,VST 2.6m,GAMA-KiDS,175.62083082,0.28883834,16.2793224,36.7142333677793,18.1740264892578,-20.6792827418566
927580,G927580-native-424.png,G927580-invert-424.png,VST 2.6m,GAMA-KiDS,175.61012166,0.22392131,8.35355664,20.1955786614004,19.8393974304199,-19.2059340287954
